Site,Species,temp,K,PAM,Replicate,Geno,curve_id
Punta_Pitt,Pocillopora_sp,16,289.15,0.542,B,2,89
Punta_Pitt,Pocillopora_sp,20,293.15,0.619,A,2,89
Punta_Pitt,Pocillopora_sp,20,293.15,0.607,B,2,89
Punta_Pitt,Pocillopora_sp,26,299.15,0.522,A,2,89
Punta_Pitt,Pocillopora_sp,26,299.15,0.577,B,2,89
Punta_Pitt,Pocillopora_sp,26,299.15,0.592,A,2,89
Punta_Pitt,Pocillopora_sp,26,299.15,0.599,B,2,89
Punta_Pitt,Pocillopora_sp,32.5,305.65,0.568,A,2,89
Punta_Pitt,Pocillopora_sp,32.5,305.65,0.621,B,2,89
Punta_Pitt,Pocillopora_sp,34,307.15,0.585,A,2,89
Punta_Pitt,Pocillopora_sp,34,307.15,0.595,B,2,89
Punta_Pitt,Pocillopora_sp,35.5,308.65,0.513,A,2,89
Punta_Pitt,Pocillopora_sp,35.5,308.65,0.412,B,2,89
Punta_Pitt,Pocillopora_sp,12,285.15,0.489,A,3,90
Punta_Pitt,Pocillopora_sp,12,285.15,0.551,B,3,90
Punta_Pitt,Pocillopora_sp,16,289.15,0.553,A,3,90
Punta_Pitt,Pocillopora_sp,16,289.15,0.578,B,3,90
Punta_Pitt,Pocillopora_sp,20,293.15,0.635,A,3,90
Punta_Pitt,Pocillopora_sp,20,293.15,0.556,B,3,90
Punta_Pitt,Pocillopora_sp,26,299.15,0.53,A,3,90
Punta_Pitt,Pocillopora_sp,26,299.15,0.608,B,3,90
Punta_Pitt,Pocillopora_sp,26,299.15,0.615,A,3,90
Punta_Pitt,Pocillopora_sp,26,299.15,0.611,B,3,90
Punta_Pitt,Pocillopora_sp,32.5,305.65,0.582,A,3,90
Punta_Pitt,Pocillopora_sp,32.5,305.65,0.602,B,3,90
Punta_Pitt,Pocillopora_sp,34,307.15,0.579,A,3,90
Punta_Pitt,Pocillopora_sp,34,307.15,0.56,B,3,90
Punta_Pitt,Pocillopora_sp,35.5,308.65,0.435,A,3,90
Punta_Pitt,Pocillopora_sp,35.5,308.65,0.561,B,3,90
Punta_Pitt,Pocillopora_sp,12,285.15,0.511,A,4,91
Punta_Pitt,Pocillopora_sp,12,285.15,0.498,B,4,91
Punta_Pitt,Pocillopora_sp,16,289.15,0.568,A,4,91
Punta_Pitt,Pocillopora_sp,16,289.15,0.556,B,4,91
Punta_Pitt,Pocillopora_sp,20,293.15,0.619,A,4,91
Punta_Pitt,Pocillopora_sp,20,293.15,0.612,B,4,91
Punta_Pitt,Pocillopora_sp,26,299.15,0.628,A,4,91
Punta_Pitt,Pocillopora_sp,26,299.15,0.61,B,4,91
Punta_Pitt,Pocillopora_sp,26,299.15,0.631,A,4,91
Punta_Pitt,Pocillopora_sp,26,299.15,0.604,B,4,91
Punta_Pitt,Pocillopora_sp,32.5,305.65,0.567,A,4,91
Punta_Pitt,Pocillopora_sp,32.5,305.65,0.573,B,4,91
Punta_Pitt,Pocillopora_sp,34,307.15,0.582,A,4,91
Punta_Pitt,Pocillopora_sp,34,307.15,0.585,B,4,91
Punta_Pitt,Pocillopora_sp,35.5,308.65,0.518,A,4,91
Punta_Pitt,Pocillopora_sp,35.5,308.65,0.503,B,4,91
Punta_Pitt,Pocillopora_sp,12,285.15,0.495,A,5,92
Punta_Pitt,Pocillopora_sp,12,285.15,0.551,B,5,92
Punta_Pitt,Pocillopora_sp,16,289.15,0.581,A,5,92
Punta_Pitt,Pocillopora_sp,16,289.15,0.587,B,5,92
Punta_Pitt,Pocillopora_sp,20,293.15,0.64,A,5,92
Punta_Pitt,Pocillopora_sp,20,293.15,0.618,B,5,92
Punta_Pitt,Pocillopora_sp,26,299.15,0.564,A,5,92
Punta_Pitt,Pocillopora_sp,26,299.15,0.564,B,5,92
Punta_Pitt,Pocillopora_sp,26,299.15,0.574,A,5,92
Punta_Pitt,Pocillopora_sp,26,299.15,0.467,B,5,92
Punta_Pitt,Pocillopora_sp,32.5,305.65,0.576,A,5,92
Punta_Pitt,Pocillopora_sp,32.5,305.65,0.512,B,5,92
Punta_Pitt,Pocillopora_sp,34,307.15,0.548,A,5,92
Punta_Pitt,Pocillopora_sp,34,307.15,0.565,B,5,92
Punta_Pitt,Pocillopora_sp,35.5,308.65,0.411,A,5,92
Punta_Pitt,Pocillopora_sp,35.5,308.65,0.302,B,5,92
Punta_Pitt,Pocillopora_sp,12,285.15,0.528,A,6,93
Punta_Pitt,Pocillopora_sp,12,285.15,0.556,B,6,93
Punta_Pitt,Pocillopora_sp,16,289.15,0.544,A,6,93
Punta_Pitt,Pocillopora_sp,16,289.15,0.564,B,6,93
Punta_Pitt,Pocillopora_sp,20,293.15,0.614,A,6,93
Punta_Pitt,Pocillopora_sp,20,293.15,0.561,B,6,93
Punta_Pitt,Pocillopora_sp,26,299.15,0.585,A,6,93
Punta_Pitt,Pocillopora_sp,26,299.15,0.607,B,6,93
Punta_Pitt,Pocillopora_sp,26,299.15,0.588,A,6,93
Punta_Pitt,Pocillopora_sp,26,299.15,0.598,B,6,93
Punta_Pitt,Pocillopora_sp,32.5,305.65,0.619,A,6,93
Punta_Pitt,Pocillopora_sp,32.5,305.65,0.54,B,6,93
Punta_Pitt,Pocillopora_sp,34,307.15,0.584,A,6,93
Punta_Pitt,Pocillopora_sp,34,307.15,0.566,B,6,93
Punta_Pitt,Pocillopora_sp,35.5,308.65,0.488,A,6,93
Punta_Pitt,Pocillopora_sp,35.5,308.65,0.397,B,6,93
Punta_Pitt,Pocillopora_sp,12,285.15,0.579,A,7,94
Punta_Pitt,Pocillopora_sp,12,285.15,0.53,B,7,94
Punta_Pitt,Pocillopora_sp,16,289.15,0.621,A,7,94
Punta_Pitt,Pocillopora_sp,16,289.15,0.617,B,7,94
Punta_Pitt,Pocillopora_sp,20,293.15,0.588,A,7,94
Punta_Pitt,Pocillopora_sp,20,293.15,0.597,B,7,94
Punta_Pitt,Pocillopora_sp,26,299.15,0.566,A,7,94
Punta_Pitt,Pocillopora_sp,26,299.15,0.555,B,7,94
Punta_Pitt,Pocillopora_sp,26,299.15,0.646,A,7,94
Punta_Pitt,Pocillopora_sp,26,299.15,0.616,B,7,94
Punta_Pitt,Pocillopora_sp,32.5,305.65,0.6,A,7,94
Punta_Pitt,Pocillopora_sp,32.5,305.65,0.55,B,7,94
Punta_Pitt,Pocillopora_sp,34,307.15,0.469,A,7,94
Punta_Pitt,Pocillopora_sp,34,307.15,0.439,B,7,94
Punta_Pitt,Pocillopora_sp,35.5,308.65,0.423,A,7,94
Punta_Pitt,Pocillopora_sp,35.5,308.65,0.502,B,7,94
Punta_Pitt,Pocillopora_sp,12,285.15,0.511,A,8,95
Punta_Pitt,Pocillopora_sp,12,285.15,0.543,B,8,95
Punta_Pitt,Pocillopora_sp,16,289.15,0.591,A,8,95
Punta_Pitt,Pocillopora_sp,16,289.15,0.564,B,8,95
Punta_Pitt,Pocillopora_sp,20,293.15,0.61,A,8,95
Punta_Pitt,Pocillopora_sp,20,293.15,0.593,B,8,95
Punta_Pitt,Pocillopora_sp,26,299.15,0.566,A,8,95
Punta_Pitt,Pocillopora_sp,26,299.15,0.561,B,8,95
Punta_Pitt,Pocillopora_sp,26,299.15,0.614,A,8,95
Punta_Pitt,Pocillopora_sp,26,299.15,0.62,B,8,95
Punta_Pitt,Pocillopora_sp,32.5,305.65,0.509,A,8,95
Punta_Pitt,Pocillopora_sp,32.5,305.65,0.597,B,8,95
Punta_Pitt,Pocillopora_sp,34,307.15,0.598,A,8,95
Punta_Pitt,Pocillopora_sp,34,307.15,0.511,B,8,95
Punta_Pitt,Pocillopora_sp,35.5,308.65,0.459,A,8,95
Punta_Pitt,Pocillopora_sp,35.5,308.65,0.419,B,8,95
Wolf,Pocillopora_sp,12,285.15,0.419,B,1,96
Wolf,Pocillopora_sp,16,289.15,0.52,A,1,96
Wolf,Pocillopora_sp,20,293.15,0.531,A,1,96
Wolf,Pocillopora_sp,20,293.15,0.558,A,1,96
Wolf,Pocillopora_sp,26,299.15,0.585,A,1,96
Wolf,Pocillopora_sp,26,299.15,0.628,B,1,96
Wolf,Pocillopora_sp,26,299.15,0.589,B,1,96
Wolf,Pocillopora_sp,32.5,305.65,0.591,A,1,96
Wolf,Pocillopora_sp,32.5,305.65,0.583,B,1,96
Wolf,Pocillopora_sp,34,307.15,0.584,A,1,96
Wolf,Pocillopora_sp,34,307.15,0.613,B,1,96
Wolf,Pocillopora_sp,35.5,308.65,0.573,A,1,96
Wolf,Pocillopora_sp,35.5,308.65,0.586,B,1,96
Wolf,Pocillopora_sp,12,285.15,0.458,A,2,97
Wolf,Pocillopora_sp,12,285.15,0.456,A,2,97
Wolf,Pocillopora_sp,12,285.15,0.494,B,2,97
Wolf,Pocillopora_sp,16,289.15,0.449,B,2,97
Wolf,Pocillopora_sp,20,293.15,0.597,A,2,97
Wolf,Pocillopora_sp,26,299.15,0.623,A,2,97
Wolf,Pocillopora_sp,26,299.15,0.64,B,2,97
Wolf,Pocillopora_sp,26,299.15,0.581,B,2,97
Wolf,Pocillopora_sp,32.5,305.65,0.604,A,2,97
Wolf,Pocillopora_sp,32.5,305.65,0.622,B,2,97
Wolf,Pocillopora_sp,34,307.15,0.565,A,2,97
Wolf,Pocillopora_sp,34,307.15,0.611,B,2,97
Wolf,Pocillopora_sp,35.5,308.65,0.606,A,2,97
Wolf,Pocillopora_sp,35.5,308.65,0.565,B,2,97
Wolf,Pocillopora_sp,12,285.15,0.494,A,3,98
Wolf,Pocillopora_sp,12,285.15,0.503,A,3,98
Wolf,Pocillopora_sp,16,289.15,0.543,A,3,98
Wolf,Pocillopora_sp,16,289.15,0.483,B,3,98
Wolf,Pocillopora_sp,16,289.15,0.515,B,3,98
Wolf,Pocillopora_sp,20,293.15,0.542,A,3,98
Wolf,Pocillopora_sp,20,293.15,0.588,A,3,98
Wolf,Pocillopora_sp,20,293.15,0.53,B,3,98
Wolf,Pocillopora_sp,26,299.15,0.553,A,3,98
Wolf,Pocillopora_sp,26,299.15,0.65,B,3,98
Wolf,Pocillopora_sp,26,299.15,0.556,A,3,98
Wolf,Pocillopora_sp,26,299.15,0.515,A,3,98
Wolf,Pocillopora_sp,26,299.15,0.555,B,3,98
Wolf,Pocillopora_sp,26,299.15,0.609,B,3,98
Wolf,Pocillopora_sp,32.5,305.65,0.603,A,3,98
Wolf,Pocillopora_sp,32.5,305.65,0.609,B,3,98
Wolf,Pocillopora_sp,34,307.15,0.607,A,3,98
Wolf,Pocillopora_sp,34,307.15,0.605,B,3,98
Wolf,Pocillopora_sp,35.5,308.65,0.596,A,3,98
Wolf,Pocillopora_sp,35.5,308.65,0.571,B,3,98
Wolf,Pocillopora_sp,12,285.15,0.417,A,4,99
Wolf,Pocillopora_sp,12,285.15,0.38,B,4,99
Wolf,Pocillopora_sp,12,285.15,0.417,B,4,99
Wolf,Pocillopora_sp,16,289.15,0.466,B,4,99
Wolf,Pocillopora_sp,16,289.15,0.591,B,4,99
Wolf,Pocillopora_sp,20,293.15,0.536,A,4,99
Wolf,Pocillopora_sp,20,293.15,0.526,B,4,99
Wolf,Pocillopora_sp,20,293.15,0.565,B,4,99
Wolf,Pocillopora_sp,20,293.15,0.577,B,4,99
Wolf,Pocillopora_sp,26,299.15,0.601,A,4,99
Wolf,Pocillopora_sp,26,299.15,0.631,B,4,99
Wolf,Pocillopora_sp,26,299.15,0.558,A,4,99
Wolf,Pocillopora_sp,26,299.15,0.596,B,4,99
Wolf,Pocillopora_sp,26,299.15,0.577,B,4,99
Wolf,Pocillopora_sp,32.5,305.65,0.567,A,4,99
Wolf,Pocillopora_sp,32.5,305.65,0.587,B,4,99
Wolf,Pocillopora_sp,34,307.15,0.584,A,4,99
Wolf,Pocillopora_sp,34,307.15,0.604,B,4,99
Wolf,Pocillopora_sp,35.5,308.65,0.598,A,4,99
Wolf,Pocillopora_sp,35.5,308.65,0.58,B,4,99
Wolf,Pocillopora_sp,12,285.15,0.525,A,5,100
Wolf,Pocillopora_sp,16,289.15,0.637,A,5,100
Wolf,Pocillopora_sp,16,289.15,0.564,A,5,100
Wolf,Pocillopora_sp,16,289.15,0.556,B,5,100
Wolf,Pocillopora_sp,26,299.15,0.624,A,5,100
Wolf,Pocillopora_sp,26,299.15,0.638,B,5,100
Wolf,Pocillopora_sp,26,299.15,0.555,A,5,100
Wolf,Pocillopora_sp,26,299.15,0.542,A,5,100
Wolf,Pocillopora_sp,26,299.15,0.609,B,5,100
Wolf,Pocillopora_sp,32.5,305.65,0.64,A,5,100
Wolf,Pocillopora_sp,32.5,305.65,0.587,B,5,100
Wolf,Pocillopora_sp,34,307.15,0.637,A,5,100
Wolf,Pocillopora_sp,34,307.15,0.597,B,5,100
Wolf,Pocillopora_sp,35.5,308.65,0.598,A,5,100
Wolf,Pocillopora_sp,35.5,308.65,0.605,B,5,100
Wolf,Pocillopora_sp,12,285.15,0.461,B,6,101
Wolf,Pocillopora_sp,16,289.15,0.436,A,6,101
Wolf,Pocillopora_sp,16,289.15,0.478,B,6,101
Wolf,Pocillopora_sp,20,293.15,0.501,B,6,101
Wolf,Pocillopora_sp,26,299.15,0.618,A,6,101
Wolf,Pocillopora_sp,26,299.15,0.618,B,6,101
Wolf,Pocillopora_sp,26,299.15,0.544,A,6,101
Wolf,Pocillopora_sp,32.5,305.65,0.621,A,6,101
Wolf,Pocillopora_sp,32.5,305.65,0.596,B,6,101
Wolf,Pocillopora_sp,34,307.15,0.604,A,6,101
Wolf,Pocillopora_sp,34,307.15,0.612,B,6,101
Wolf,Pocillopora_sp,35.5,308.65,0.592,A,6,101
Wolf,Pocillopora_sp,35.5,308.65,0.605,B,6,101
Wolf,Pocillopora_sp,12,285.15,0.433,A,7,102
Wolf,Pocillopora_sp,12,285.15,0.512,A,7,102
Wolf,Pocillopora_sp,12,285.15,0.477,B,7,102
Wolf,Pocillopora_sp,12,285.15,0.553,B,7,102
Wolf,Pocillopora_sp,16,289.15,0.551,A,7,102
Wolf,Pocillopora_sp,16,289.15,0.587,A,7,102
Wolf,Pocillopora_sp,20,293.15,0.511,A,7,102
Wolf,Pocillopora_sp,20,293.15,0.542,A,7,102
Wolf,Pocillopora_sp,20,293.15,0.535,B,7,102
Wolf,Pocillopora_sp,26,299.15,0.627,A,7,102
Wolf,Pocillopora_sp,26,299.15,0.567,B,7,102
Wolf,Pocillopora_sp,26,299.15,0.546,A,7,102
Wolf,Pocillopora_sp,26,299.15,0.535,B,7,102
Wolf,Pocillopora_sp,32.5,305.65,0.599,A,7,102
Wolf,Pocillopora_sp,32.5,305.65,0.615,B,7,102
Wolf,Pocillopora_sp,34,307.15,0.618,A,7,102
Wolf,Pocillopora_sp,34,307.15,0.606,B,7,102
Wolf,Pocillopora_sp,35.5,308.65,0.586,A,7,102
Wolf,Pocillopora_sp,35.5,308.65,0.559,B,7,102
Wolf,Pocillopora_sp,12,285.15,0.448,B,8,103
Wolf,Pocillopora_sp,16,289.15,0.531,A,8,103
Wolf,Pocillopora_sp,16,289.15,0.515,B,8,103
Wolf,Pocillopora_sp,20,293.15,0.509,B,8,103
Wolf,Pocillopora_sp,20,293.15,0.545,B,8,103
Wolf,Pocillopora_sp,26,299.15,0.602,A,8,103
Wolf,Pocillopora_sp,26,299.15,0.639,B,8,103
Wolf,Pocillopora_sp,26,299.15,0.575,A,8,103
Wolf,Pocillopora_sp,32.5,305.65,0.652,A,8,103
Wolf,Pocillopora_sp,32.5,305.65,0.611,B,8,103
Wolf,Pocillopora_sp,34,307.15,0.641,A,8,103
Wolf,Pocillopora_sp,34,307.15,0.598,B,8,103
Wolf,Pocillopora_sp,35.5,308.65,0.598,A,8,103
Wolf,Pocillopora_sp,35.5,308.65,0.588,B,8,103
Wolf2,Pocillopora_sp,26,299.15,0.566,A,1,104
Wolf2,Pocillopora_sp,26,299.15,0.587,B,1,104
Wolf2,Pocillopora_sp,32.5,305.65,0.542,A,1,104
Wolf2,Pocillopora_sp,32.5,305.65,0.555,B,1,104
Wolf2,Pocillopora_sp,34,307.15,0.449,A,1,104
Wolf2,Pocillopora_sp,34,307.15,0.525,B,1,104
Wolf2,Pocillopora_sp,35.5,308.65,0.487,A,1,104
Wolf2,Pocillopora_sp,35.5,308.65,0.519,B,1,104
Wolf2,Pocillopora_sp,26,299.15,0.572,A,2,105
Wolf2,Pocillopora_sp,26,299.15,0.598,B,2,105
Wolf2,Pocillopora_sp,32.5,305.65,0.517,A,2,105
Wolf2,Pocillopora_sp,32.5,305.65,0.529,B,2,105
Wolf2,Pocillopora_sp,34,307.15,0.557,A,2,105
Wolf2,Pocillopora_sp,34,307.15,0.542,B,2,105
Wolf2,Pocillopora_sp,35.5,308.65,0.505,A,2,105
Wolf2,Pocillopora_sp,35.5,308.65,0.412,B,2,105
Wolf2,Pocillopora_sp,26,299.15,0.567,A,3,106
Wolf2,Pocillopora_sp,26,299.15,0.558,B,3,106
Wolf2,Pocillopora_sp,32.5,305.65,0.514,A,3,106
Wolf2,Pocillopora_sp,32.5,305.65,0.578,B,3,106
Wolf2,Pocillopora_sp,34,307.15,0.575,A,3,106
Wolf2,Pocillopora_sp,34,307.15,0.56,B,3,106
Wolf2,Pocillopora_sp,35.5,308.65,0.525,A,3,106
Wolf2,Pocillopora_sp,35.5,308.65,0.486,B,3,106
Wolf2,Pocillopora_sp,26,299.15,0.585,A,4,107
Wolf2,Pocillopora_sp,26,299.15,0.601,B,4,107
Wolf2,Pocillopora_sp,32.5,305.65,0.598,A,4,107
Wolf2,Pocillopora_sp,32.5,305.65,0.562,B,4,107
Wolf2,Pocillopora_sp,34,307.15,0.569,A,4,107
Wolf2,Pocillopora_sp,34,307.15,0.577,B,4,107
Wolf2,Pocillopora_sp,35.5,308.65,0.461,A,4,107
Wolf2,Pocillopora_sp,35.5,308.65,0.508,B,4,107
Wolf2,Pocillopora_sp,26,299.15,0.601,A,5,108
Wolf2,Pocillopora_sp,26,299.15,0.56,B,5,108
Wolf2,Pocillopora_sp,32.5,305.65,0.584,A,5,108
Wolf2,Pocillopora_sp,32.5,305.65,0.563,B,5,108
Wolf2,Pocillopora_sp,34,307.15,0.545,A,5,108
Wolf2,Pocillopora_sp,34,307.15,0.582,B,5,108
Wolf2,Pocillopora_sp,35.5,308.65,0.463,A,5,108
Wolf2,Pocillopora_sp,35.5,308.65,0.588,B,5,108
Wolf2,Pocillopora_sp,26,299.15,0.643,A,6,109
Wolf2,Pocillopora_sp,26,299.15,0.581,B,6,109
Wolf2,Pocillopora_sp,32.5,305.65,0.575,A,6,109
Wolf2,Pocillopora_sp,32.5,305.65,0.575,B,6,109
Wolf2,Pocillopora_sp,34,307.15,0.599,A,6,109
Wolf2,Pocillopora_sp,34,307.15,0.555,B,6,109
Wolf2,Pocillopora_sp,35.5,308.65,0.57,A,6,109
Wolf2,Pocillopora_sp,35.5,308.65,0.559,B,6,109
Wolf2,Pocillopora_sp,26,299.15,0.57,A,7,110
Wolf2,Pocillopora_sp,26,299.15,0.574,B,7,110
Wolf2,Pocillopora_sp,32.5,305.65,0.56,A,7,110
Wolf2,Pocillopora_sp,32.5,305.65,0.558,B,7,110
Wolf2,Pocillopora_sp,34,307.15,0.572,A,7,110
Wolf2,Pocillopora_sp,34,307.15,0.571,B,7,110
Wolf2,Pocillopora_sp,35.5,308.65,0.481,A,7,110
Wolf2,Pocillopora_sp,35.5,308.65,0.472,B,7,110
Wolf2,Pocillopora_sp,26,299.15,0.63,A,8,111
Wolf2,Pocillopora_sp,26,299.15,0.579,B,8,111
Wolf2,Pocillopora_sp,32.5,305.65,0.538,A,8,111
Wolf2,Pocillopora_sp,32.5,305.65,0.569,B,8,111
Wolf2,Pocillopora_sp,34,307.15,0.595,A,8,111
Wolf2,Pocillopora_sp,34,307.15,0.568,B,8,111
Wolf2,Pocillopora_sp,35.5,308.65,0.465,A,8,111
Wolf2,Pocillopora_sp,35.5,308.65,0.404,B,8,111
